N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
28         MPISG           2     128        1          25         64         0          0.003156566620  0.000105142593  0.03       0.05      %
29         MPISG           2     256        1          25         1          0          0.000427961349  0.000427961349  1.00       100.00    %
30         MPISG           2     256        1          25         2          0          0.000451183319  0.000427961349  0.95       47.43     %
31         MPISG           2     256        1          25         4          0          0.000740289688  0.000427961349  0.58       14.45     %
32         MPISG           2     256        1          25         8          0          0.001939678192  0.000427961349  0.22       2.76      %
33         MPISG           2     256        1          25         16         0          0.006643366814  0.000427961349  0.06       0.40      %
34         MPISG           2     256        1          25         32         0          0.003212070465  0.000427961349  0.13       0.42      %
35         MPISG           2     256        1          25         64         0          0.006235194206  0.000427961349  0.07       0.11      %
36         MPISG           2     512        1          25         1          0          0.002235412598  0.002235412598  1.00       100.00    %
37         MPISG           2     512        1          25         2          0          0.001536560059  0.002235412598  1.45       72.74     %
38         MPISG           2     512        1          25         4          0          0.002240204811  0.002235412598  1.00       24.95     %
39         MPISG           2     512        1          25         8          0          0.004753684998  0.002235412598  0.47       5.88      %
40         MPISG           2     512        1          25         16         0          0.018334031105  0.002235412598  0.12       0.76      %
41         MPISG           2     512        1          25         32         0          0.006676888466  0.002235412598  0.33       1.05      %
42         MPISG           2     512        1          25         64         0          0.013024950027  0.002235412598  0.17       0.27      %
43         MPISG           2     1024       1          25         1          0          0.010432934761  0.010432934761  1.00       100.00    %
44         MPISG           2     1024       1          25         2          0          0.007140755653  0.010432934761  1.46       73.05     %
45         MPISG           2     1024       1          25         4          0          0.007122564316  0.010432934761  1.46       36.62     %
46         MPISG           2     1024       1          25         8          0          0.012276482582  0.010432934761  0.85       10.62     %
47         MPISG           2     1024       1          25         16         0          0.039847707748  0.010432934761  0.26       1.64      %
48         MPISG           2     1024       1          25         32         0          0.015124464035  0.010432934761  0.69       2.16      %
49         MPISG           2     1024       1          25         64         0          0.028148341179  0.010432934761  0.37       0.58      %
50         MPISG           2     2048       1          25         1          0          0.051322674751  0.051322674751  1.00       100.00    %
51         MPISG           2     2048       1          25         2          0          0.034792375565  0.051322674751  1.48       73.76     %
52         MPISG           2     2048       1          25         4          0          0.027666592598  0.051322674751  1.86       46.38     %
53         MPISG           2     2048       1          25         8          0          0.038290715218  0.051322674751  1.34       16.75     %
54         MPISG           2     2048       1          25         16         0          0.091144776344  0.051322674751  0.56       3.52      %
55         MPISG           2     2048       1          25         32         0          0.042214417458  0.051322674751  1.22       3.80      %
56         MPISG           2     2048       1          25         64         0          0.067916727066  0.051322674751  0.76       1.18      %
57         MPISG           2     4096       1          25         1          0          0.238760852814  0.238760852814  1.00       100.00    %
58         MPISG           2     4096       1          25         2          0          0.167508339882  0.238760852814  1.43       71.27     %
59         MPISG           2     4096       1          25         4          0          0.143303322792  0.238760852814  1.67       41.65     %
60         MPISG           2     4096       1          25         8          0          0.141599917412  0.238760852814  1.69       21.08     %
61         MPISG           2     4096       1          25         16         0          0.241125273705  0.238760852814  0.99       6.19      %
62         MPISG           2     4096       1          25         32         0          0.163493490219  0.238760852814  1.46       4.56      %
63         MPISG           2     4096       1          25         64         0          0.210024309158  0.238760852814  1.14       1.78      %
64         MPISG           2     16         1          25         1          1          0.000004887581  0.000004887581  1.00       100.00    %
65         MPISG           2     16         1          25         2          1          0.000009155273  0.000004887581  0.53       53.39     %
66         MPISG           2     16         1          25         4          1          0.000038194656  0.000004887581  0.13       12.80     %
67         MPISG           2     16         1          25         8          1          0.000076222420  0.000004887581  0.06       6.41      %
68         MPISG           2     16         1          25         16         1          0.000182533264  0.000004887581  0.03       2.68      %
69         MPISG           2     32         1          25         1          1          0.000006508827  0.000006508827  1.00       100.00    %
70         MPISG           2     32         1          25         2          1          0.000024008751  0.000006508827  0.27       27.11     %
71         MPISG           2     32         1          25         4          1          0.000071763992  0.000006508827  0.09       9.07      %
72         MPISG           2     32         1          25         8          1          0.000170302391  0.000006508827  0.04       3.82      %
73         MPISG           2     32         1          25         16         1          0.000380086899  0.000006508827  0.02       1.71      %
74         MPISG           2     64         1          25         1          1          0.000019931793  0.000019931793  1.00       100.00    %
75         MPISG           2     64         1          25         2          1          0.000055122375  0.000019931793  0.36       36.16     %
76         MPISG           2     64         1          25         4          1          0.000159263611  0.000019931793  0.13       12.51     %
77         MPISG           2     64         1          25         8          1          0.000440645218  0.000019931793  0.05       4.52      %
78         MPISG           2     64         1          25         16         1          0.001551318169  0.000019931793  0.01       1.28      %
79         MPISG           2     128        1          25         1          1          0.000098276138  0.000098276138  1.00       100.00    %
80         MPISG           2     128        1          25         2          1          0.000179719925  0.000098276138  0.55       54.68     %
81         MPISG           2     128        1          25         4          1          0.000573372841  0.000098276138  0.17       17.14     %
82         MPISG           2     128        1          25         8          1          0.001463842392  0.000098276138  0.07       6.71      %
83         MPISG           2     128        1          25         16         1          0.005074977875  0.000098276138  0.02       1.94      %
84         MPISG           2     256        1          25         1          1          0.000417351723  0.000417351723  1.00       100.00    %
85         MPISG           2     256        1          25         2          1          0.000681686401  0.000417351723  0.61       61.22     %
86         MPISG           2     256        1          25         4          1          0.001520586014  0.000417351723  0.27       27.45     %
87         MPISG           2     256        1          25         8          1          0.004172658920  0.000417351723  0.10       10.00     %
88         MPISG           2     256        1          25         16         1          0.012604928017  0.000417351723  0.03       3.31      %
89         MPISG           2     512        1          25         1          1          0.002160763741  0.002160763741  1.00       100.00    %
90         MPISG           2     512        1          25         2          1          0.003097414970  0.002160763741  0.70       69.76     %
91         MPISG           2     512        1          25         4          1          0.006220340729  0.002160763741  0.35       34.74     %
92         MPISG           2     512        1          25         8          1          0.013623595238  0.002160763741  0.16       15.86     %
93         MPISG           2     512        1          25         16         1          0.036724638939  0.002160763741  0.06       5.88      %
94         MPISG           2     1024       1          25         1          1          0.010388445854  0.010388445854  1.00       100.00    %
95         MPISG           2     1024       1          25         2          1          0.014928460121  0.010388445854  0.70       69.59     %
96         MPISG           2     1024       1          25         4          1          0.024455022812  0.010388445854  0.42       42.48     %
97         MPISG           2     1024       1          25         8          1          0.053878140450  0.010388445854  0.19       19.28     %
98         MPISG           2     1024       1          25         16         1          0.139813923836  0.010388445854  0.07       7.43      %
99         MPIBLOCKOPT     4     16         1          25         1          0          0.000013136864  0.000013136864  1.00       100.00    %
100        MPIBLOCKOPT     4     16         1          25         4          0          0.000064873695  0.000013136864  0.20       5.06      %
101        MPIBLOCKOPT     4     16         1          25         16         0          0.000146651268  0.000013136864  0.09       0.56      %
102        MPIBLOCKOPT     4     16         1          25         32         0          0.000153303146  0.000013136864  0.09       0.27      %
103        MPIBLOCKOPT     4     16         1          25         64         0          0.000142383575  0.000013136864  0.09       0.14      %
104        MPIBLOCKOPT     4     32         1          25         1          0          0.000014615059  0.000014615059  1.00       100.00    %
105        MPIBLOCKOPT     4     32         1          25         4          0          0.000092267990  0.000014615059  0.16       3.96      %
106        MPIBLOCKOPT     4     32         1          25         16         0          0.000209283829  0.000014615059  0.07       0.44      %
107        MPIBLOCKOPT     4     64         1          25         1          0          0.000034070015  0.000034070015  1.00       100.00    %
108        MPIBLOCKOPT     4     64         1          25         4          0          0.000217127800  0.000034070015  0.16       3.92      %
109        MPIBLOCKOPT     4     64         1          25         16         0          0.000397586823  0.000034070015  0.09       0.54      %
110        MPIBLOCKOPT     4     64         1          25         64         0          0.000488495827  0.000034070015  0.07       0.11      %
111        MPIBLOCKOPT     4     128        1          25         1          0          0.000134420395  0.000134420395  1.00       100.00    %
112        MPIBLOCKOPT     4     128        1          25         4          0          0.000493860245  0.000134420395  0.27       6.80      %
113        MPIBLOCKOPT     4     128        1          25         16         0          0.000793910027  0.000134420395  0.17       1.06      %
114        MPIBLOCKOPT     4     128        1          25         64         0          0.001253199577  0.000134420395  0.11       0.17      %
115        MPIBLOCKOPT     4     256        1          25         1          0          0.000540280342  0.000540280342  1.00       100.00    %
116        MPIBLOCKOPT     4     256        1          25         4          0          0.001152491570  0.000540280342  0.47       11.72     %
117        MPIBLOCKOPT     4     256        1          25         16         0          0.001793241501  0.000540280342  0.30       1.88      %
118        MPIBLOCKOPT     4     256        1          25         64         0          0.002376008034  0.000540280342  0.23       0.36      %
119        MPIBLOCKOPT     4     512        1          25         1          0          0.002717328072  0.002717328072  1.00       100.00    %
120        MPIBLOCKOPT     4     512        1          25         4          0          0.003262424469  0.002717328072  0.83       20.82     %
121        MPIBLOCKOPT     4     512        1          25         16         0          0.005141997337  0.002717328072  0.53       3.30      %
122        MPIBLOCKOPT     4     512        1          25         64         0          0.005364775658  0.002717328072  0.51       0.79      %
123        MPIBLOCKOPT     4     1024       1          25         1          0          0.012299704552  0.012299704552  1.00       100.00    %
124        MPIBLOCKOPT     4     1024       1          25         4          0          0.008992266655  0.012299704552  1.37       34.20     %
125        MPIBLOCKOPT     4     1024       1          25         16         0          0.016472697258  0.012299704552  0.75       4.67      %
126        MPIBLOCKOPT     4     1024       1          25         64         0          0.013295936584  0.012299704552  0.93       1.45      %
127        MPIBLOCKOPT     4     2048       1          25         1          0          0.061197423935  0.061197423935  1.00       100.00    %
128        MPIBLOCKOPT     4     2048       1          25         4          0          0.034518098831  0.061197423935  1.77       44.32     %
129        MPIBLOCKOPT     4     2048       1          25         16         0          0.046909666061  0.061197423935  1.30       8.15      %
130        MPIBLOCKOPT     4     2048       1          25         64         0          0.034486865997  0.061197423935  1.77       2.77      %
131        MPISG           2     16         1          25         1          0          0.000017046928  0.000017046928  1.00       100.00    %
132        MPISG           2     16         1          25         2          0          0.000042557716  0.000006699562  0.16       7.87      %
133        MPISG           2     16         1          25         4          0          0.000089740753  0.000006699562  0.07       1.87      %
134        MPISG           2     16         1          25         8          0          0.000204849243  0.000006699562  0.03       0.41      %
135        MPISG           2     16         1          25         16         0          0.000417113304  0.000006699562  0.02       0.10      %
136        MPISG           2     16         1          25         32         0          0.000412893295  0.000006699562  0.02       0.05      %
137        MPIBLOCKOPT     4     4096       1          25         1          0          0.289225339890  0.289225339890  1.00       100.00    %
138        MPIBLOCKOPT     4     4096       1          25         4          0          0.184104323387  0.289225339890  1.57       39.27     %
139        MPIBLOCKOPT     4     4096       1          25         16         0          0.219375991821  0.289225339890  1.32       8.24      %
140        MPIBLOCKOPT     4     4096       1          25         64         0          0.133284354210  0.289225339890  2.17       3.39      %
