N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
39         MPISG           2     512        1          25         8          0          0.004956078529  0.002335214615  0.47       5.89      %
40         MPISG           2     512        1          25         16         0          0.018285036087  0.002335214615  0.13       0.80      %
41         MPISG           2     512        1          25         32         0          0.006390070915  0.002335214615  0.37       1.14      %
42         MPISG           2     512        1          25         64         0          0.012671327591  0.002335214615  0.18       0.29      %
43         MPISG           2     1024       1          25         1          0          0.010541391373  0.010541391373  1.00       100.00    %
44         MPISG           2     1024       1          25         2          0          0.007597684860  0.010541391373  1.39       69.37     %
45         MPISG           2     1024       1          25         4          0          0.007445549965  0.010541391373  1.42       35.39     %
46         MPISG           2     1024       1          25         8          0          0.011806082726  0.010541391373  0.89       11.16     %
47         MPISG           2     1024       1          25         16         0          0.038356685638  0.010541391373  0.27       1.72      %
48         MPISG           2     1024       1          25         32         0          0.014375615120  0.010541391373  0.73       2.29      %
49         MPISG           2     1024       1          25         64         0          0.026610589027  0.010541391373  0.40       0.62      %
50         MPISG           2     2048       1          25         1          0          0.050274491310  0.050274491310  1.00       100.00    %
51         MPISG           2     2048       1          25         2          0          0.032586288452  0.050274491310  1.54       77.14     %
52         MPISG           2     2048       1          25         4          0          0.026217818260  0.050274491310  1.92       47.94     %
53         MPISG           2     2048       1          25         8          0          0.034928202629  0.050274491310  1.44       17.99     %
54         MPISG           2     2048       1          25         16         0          0.090858268738  0.050274491310  0.55       3.46      %
55         MPISG           2     2048       1          25         32         0          0.037501120567  0.050274491310  1.34       4.19      %
56         MPISG           2     2048       1          25         64         0          0.066418266296  0.050274491310  0.76       1.18      %
57         MPISG           2     4096       1          25         1          0          0.228687119484  0.228687119484  1.00       100.00    %
58         MPISG           2     4096       1          25         2          0          0.152316594124  0.228687119484  1.50       75.07     %
59         MPISG           2     4096       1          25         4          0          0.142777991295  0.228687119484  1.60       40.04     %
60         MPISG           2     4096       1          25         8          0          0.183461976051  0.228687119484  1.25       15.58     %
61         MPISG           2     4096       1          25         16         0          0.248197174072  0.228687119484  0.92       5.76      %
62         MPISG           2     4096       1          25         32         0          0.136637377739  0.228687119484  1.67       5.23      %
63         MPISG           2     4096       1          25         64         0          0.169951653481  0.228687119484  1.35       2.10      %
64         MPISG           2     16         1          25         1          1          0.000015735626  0.000015735626  1.00       100.00    %
65         MPISG           2     16         1          25         2          1          0.000053548813  0.000015735626  0.29       14.69     %
66         MPISG           2     16         1          25         4          1          0.000208330154  0.000015735626  0.08       1.89      %
67         MPISG           2     16         1          25         8          1          0.000717425346  0.000015735626  0.02       0.27      %
68         MPISG           2     16         1          25         16         1          0.006702828407  0.000015735626  0.00       0.01      %
69         MPISG           2     32         1          25         1          1          0.000022459030  0.000022459030  1.00       100.00    %
70         MPISG           2     32         1          25         2          1          0.000079131126  0.000022459030  0.28       14.19     %
71         MPISG           2     32         1          25         4          1          0.000322365761  0.000022459030  0.07       1.74      %
72         MPISG           2     32         1          25         8          1          0.001994872093  0.000022459030  0.01       0.14      %
73         MPISG           2     32         1          25         16         1          0.018339943886  0.000022459030  0.00       0.01      %
74         MPISG           2     64         1          25         1          1          0.000065732002  0.000065732002  1.00       100.00    %
75         MPISG           2     64         1          25         2          1          0.000130343437  0.000065732002  0.50       25.21     %
76         MPISG           2     64         1          25         4          1          0.000747418404  0.000065732002  0.09       2.20      %
77         MPISG           2     64         1          25         8          1          0.004862689972  0.000065732002  0.01       0.17      %
78         MPISG           2     64         1          25         16         1          0.038837552071  0.000065732002  0.00       0.01      %
79         MPISG           2     128        1          25         1          1          0.000175428391  0.000175428391  1.00       100.00    %
80         MPISG           2     128        1          25         2          1          0.000469541550  0.000175428391  0.37       18.68     %
81         MPISG           2     128        1          25         4          1          0.002254843712  0.000175428391  0.08       1.95      %
82         MPISG           2     128        1          25         8          1          0.011890220642  0.000175428391  0.01       0.18      %
83         MPISG           2     128        1          25         16         1          0.091678881645  0.000175428391  0.00       0.01      %
84         MPISG           2     256        1          25         1          1          0.000455570221  0.000455570221  1.00       100.00    %
85         MPISG           2     256        1          25         2          1          0.001679897308  0.000455570221  0.27       13.56     %
86         MPISG           2     256        1          25         4          1          0.007182145119  0.000455570221  0.06       1.59      %
87         MPISG           2     256        1          25         8          1          0.035287261009  0.000455570221  0.01       0.16      %
88         MPISG           2     256        1          25         16         1          0.241363954544  0.000455570221  0.00       0.01      %
89         MPISG           2     512        1          25         1          1          0.002306580544  0.002306580544  1.00       100.00    %
90         MPISG           2     512        1          25         2          1          0.007312536240  0.002306580544  0.32       15.77     %
91         MPISG           2     512        1          25         4          1          0.027323222160  0.002306580544  0.08       2.11      %
92         MPISG           2     512        1          25         8          1          0.136047005653  0.002306580544  0.02       0.21      %
93         MPISG           2     512        1          25         16         1          0.761075448990  0.002306580544  0.00       0.02      %
94         MPISG           2     1024       1          25         1          1          0.009931373596  0.009931373596  1.00       100.00    %
95         MPISG           2     1024       1          25         2          1          0.030639767647  0.009931373596  0.32       16.21     %
96         MPISG           2     1024       1          25         4          1          0.145969581604  0.009931373596  0.07       1.70      %
97         MPISG           2     1024       1          25         8          1          0.563032174110  0.009931373596  0.02       0.22      %
98         MPISG           2     1024       1          25         16         1          2.812118864059  0.009931373596  0.00       0.02      %
99         MPIBLOCKOPT     4     16         1          25         1          0          0.000013828278  0.000013828278  1.00       100.00    %
100        MPIBLOCKOPT     4     16         1          25         4          0          0.000066566467  0.000013828278  0.21       5.19      %
101        MPIBLOCKOPT     4     16         1          25         16         0          0.000164151192  0.000013828278  0.08       0.53      %
102        MPIBLOCKOPT     4     16         1          25         32         0          0.000165629387  0.000013828278  0.08       0.26      %
103        MPIBLOCKOPT     4     16         1          25         64         0          0.000147318840  0.000013828278  0.09       0.15      %
104        MPIBLOCKOPT     4     32         1          25         1          0          0.000022864342  0.000022864342  1.00       100.00    %
105        MPIBLOCKOPT     4     32         1          25         4          0          0.000113320351  0.000022864342  0.20       5.04      %
106        MPIBLOCKOPT     4     32         1          25         16         0          0.000182533264  0.000022864342  0.13       0.78      %
107        MPIBLOCKOPT     4     64         1          25         1          0          0.000049042702  0.000049042702  1.00       100.00    %
108        MPIBLOCKOPT     4     64         1          25         4          0          0.000224065781  0.000049042702  0.22       5.47      %
109        MPIBLOCKOPT     4     64         1          25         16         0          0.000358152390  0.000049042702  0.14       0.86      %
110        MPIBLOCKOPT     4     64         1          25         64         0          0.000467228889  0.000049042702  0.10       0.16      %
111        MPIBLOCKOPT     4     128        1          25         1          0          0.000173258781  0.000173258781  1.00       100.00    %
112        MPIBLOCKOPT     4     128        1          25         4          0          0.000484228134  0.000173258781  0.36       8.95      %
113        MPIBLOCKOPT     4     128        1          25         16         0          0.000722193718  0.000173258781  0.24       1.50      %
114        MPIBLOCKOPT     4     128        1          25         64         0          0.001152992249  0.000173258781  0.15       0.23      %
115        MPIBLOCKOPT     4     256        1          25         1          0          0.000693726540  0.000693726540  1.00       100.00    %
116        MPIBLOCKOPT     4     256        1          25         4          0          0.001151990891  0.000693726540  0.60       15.05     %
117        MPIBLOCKOPT     4     256        1          25         16         0          0.001585769653  0.000693726540  0.44       2.73      %
118        MPIBLOCKOPT     4     256        1          25         64         0          0.002192592621  0.000693726540  0.32       0.49      %
119        MPIBLOCKOPT     4     512        1          25         1          0          0.002997303009  0.002997303009  1.00       100.00    %
120        MPIBLOCKOPT     4     512        1          25         4          0          0.003114771843  0.002997303009  0.96       24.06     %
121        MPIBLOCKOPT     4     512        1          25         16         0          0.005142664909  0.002997303009  0.58       3.64      %
122        MPIBLOCKOPT     4     512        1          25         64         0          0.005384659767  0.002997303009  0.56       0.87      %
123        MPIBLOCKOPT     4     1024       1          25         1          0          0.012537693977  0.012537693977  1.00       100.00    %
124        MPIBLOCKOPT     4     1024       1          25         4          0          0.009494280815  0.012537693977  1.32       33.01     %
125        MPIBLOCKOPT     4     1024       1          25         16         0          0.016183352470  0.012537693977  0.77       4.84      %
126        MPIBLOCKOPT     4     1024       1          25         64         0          0.013100123405  0.012537693977  0.96       1.50      %
127        MPIBLOCKOPT     4     2048       1          25         1          0          0.058640503883  0.058640503883  1.00       100.00    %
128        MPIBLOCKOPT     4     2048       1          25         4          0          0.031888675690  0.058640503883  1.84       45.97     %
129        MPIBLOCKOPT     4     2048       1          25         16         0          0.046873521805  0.058640503883  1.25       7.82      %
130        MPIBLOCKOPT     4     2048       1          25         64         0          0.037640261650  0.058640503883  1.56       2.43      %
131        MPIBLOCKOPT     4     4096       1          25         1          0          0.263278150558  0.263278150558  1.00       100.00    %
132        MPIBLOCKOPT     4     4096       1          25         4          0          0.170647168159  0.263278150558  1.54       38.57     %
133        MPIBLOCKOPT     4     4096       1          25         16         0          0.176959490776  0.263278150558  1.49       9.30      %
134        MPIBLOCKOPT     4     4096       1          25         64         0          0.106768393517  0.263278150558  2.47       3.85      %
135        MPIBLOCKOPT     4     16         1          25         1          1          0.000013136864  0.000013136864  1.00       100.00    %
136        MPIBLOCKOPT     4     16         1          25         4          1          0.000220823288  0.000013136864  0.06       1.49      %
137        MPIBLOCKOPT     4     16         1          25         16         1          0.001511669159  0.000013136864  0.01       0.05      %
138        MPIBLOCKOPT     4     32         1          25         1          1          0.000022506714  0.000022506714  1.00       100.00    %
139        MPIBLOCKOPT     4     32         1          25         4          1          0.000482153893  0.000022506714  0.05       1.17      %
140        MPIBLOCKOPT     4     32         1          25         16         1          0.005048203468  0.000022506714  0.00       0.03      %
141        MPIBLOCKOPT     4     64         1          25         1          1          0.000049114227  0.000049114227  1.00       100.00    %
142        MPIBLOCKOPT     4     64         1          25         4          1          0.001139283180  0.000049114227  0.04       1.08      %
143        MPIBLOCKOPT     4     64         1          25         16         1          0.016272759438  0.000049114227  0.00       0.02      %
144        MPIBLOCKOPT     4     128        1          25         1          1          0.000172257423  0.000172257423  1.00       100.00    %
145        MPIBLOCKOPT     4     128        1          25         4          1          0.003244495392  0.000172257423  0.05       1.33      %
146        MPIBLOCKOPT     4     128        1          25         16         1          0.046694540977  0.000172257423  0.00       0.02      %
147        MPIBLOCKOPT     4     256        1          25         1          1          0.000699996948  0.000699996948  1.00       100.00    %
148        MPIBLOCKOPT     4     256        1          25         4          1          0.009365391731  0.000699996948  0.07       1.87      %
149        MPIBLOCKOPT     4     256        1          25         16         1          0.183464074135  0.000699996948  0.00       0.02      %
150        MPIBLOCKOPT     4     512        1          25         1          1          0.003022384644  0.003022384644  1.00       100.00    %
151        MPIBLOCKOPT     4     512        1          25         4          1          0.030945229530  0.003022384644  0.10       2.44      %
152        MPIBLOCKOPT     4     512        1          25         16         1          0.872666668892  0.003022384644  0.00       0.02      %
153        MPIBLOCKOPT     4     1024       1          25         1          1          0.012327742577  0.012327742577  1.00       100.00    %
154        MPIBLOCKOPT     4     1024       1          25         4          1          0.171377491951  0.012327742577  0.07       1.80      %
155        MPIBLOCKOPT     4     1024       1          25         16         1          3.059337973595  0.012327742577  0.00       0.03      %
