N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
67         MPISG           2     16         1          25         8          1          0.000755047798  0.000008034706  0.01       0.13      %
68         MPISG           2     16         1          25         16         1          0.006649351120  0.000008034706  0.00       0.01      %
69         MPISG           2     32         1          25         1          1          0.000010180473  0.000010180473  1.00       100.00    %
70         MPISG           2     32         1          25         2          1          0.000048613548  0.000010180473  0.21       10.47     %
71         MPISG           2     32         1          25         4          1          0.000308299065  0.000010180473  0.03       0.83      %
72         MPISG           2     32         1          25         8          1          0.002203345299  0.000010180473  0.00       0.06      %
73         MPISG           2     32         1          25         16         1          0.018089294434  0.000010180473  0.00       0.00      %
74         MPISG           2     64         1          25         1          1          0.000031685829  0.000031685829  1.00       100.00    %
75         MPISG           2     64         1          25         2          1          0.000118875504  0.000031685829  0.27       13.33     %
76         MPISG           2     64         1          25         4          1          0.000838708878  0.000031685829  0.04       0.94      %
77         MPISG           2     64         1          25         8          1          0.004915332794  0.000031685829  0.01       0.08      %
78         MPISG           2     64         1          25         16         1          0.038932514191  0.000031685829  0.00       0.01      %
79         MPISG           2     128        1          25         1          1          0.000127696991  0.000127696991  1.00       100.00    %
80         MPISG           2     128        1          25         2          1          0.000451588631  0.000127696991  0.28       14.14     %
81         MPISG           2     128        1          25         4          1          0.002132987976  0.000127696991  0.06       1.50      %
82         MPISG           2     128        1          25         8          1          0.012102317810  0.000127696991  0.01       0.13      %
83         MPISG           2     128        1          25         16         1          0.089226651192  0.000127696991  0.00       0.01      %
84         MPISG           2     256        1          25         1          1          0.000562238693  0.000562238693  1.00       100.00    %
85         MPISG           2     256        1          25         2          1          0.001627826691  0.000562238693  0.35       17.27     %
86         MPISG           2     256        1          25         4          1          0.007483720779  0.000562238693  0.08       1.88      %
87         MPISG           2     256        1          25         8          1          0.034775304794  0.000562238693  0.02       0.20      %
88         MPISG           2     256        1          25         16         1          0.252480506897  0.000562238693  0.00       0.01      %
89         MPISG           2     512        1          25         1          1          0.002443456650  0.002443456650  1.00       100.00    %
90         MPISG           2     512        1          25         2          1          0.007283878326  0.002443456650  0.34       16.77     %
91         MPISG           2     512        1          25         4          1          0.025172114372  0.002443456650  0.10       2.43      %
92         MPISG           2     512        1          25         8          1          0.138865542412  0.002443456650  0.02       0.22      %
93         MPISG           2     512        1          25         16         1          0.777055478096  0.002443456650  0.00       0.02      %
94         MPISG           2     1024       1          25         1          1          0.010660171509  0.010660171509  1.00       100.00    %
95         MPISG           2     1024       1          25         2          1          0.031498217583  0.010660171509  0.34       16.92     %
96         MPISG           2     1024       1          25         4          1          0.133127450943  0.010660171509  0.08       2.00      %
97         MPISG           2     1024       1          25         8          1          0.565794539452  0.010660171509  0.02       0.24      %
98         MPISG           2     1024       1          25         16         1          2.606502842903  0.010660171509  0.00       0.03      %
99         MPIBLOCKOPT     4     16         1          25         1          0          0.000013542175  0.000013542175  1.00       100.00    %
100        MPIBLOCKOPT     4     16         1          25         4          0          0.000068640709  0.000013542175  0.20       4.93      %
101        MPIBLOCKOPT     4     16         1          25         16         0          0.000142693520  0.000013542175  0.09       0.59      %
102        MPIBLOCKOPT     4     16         1          25         32         0          0.000138735771  0.000013542175  0.10       0.31      %
103        MPIBLOCKOPT     4     16         1          25         64         0          0.000148892403  0.000013542175  0.09       0.14      %
104        MPIBLOCKOPT     4     32         1          25         1          0          0.000021982193  0.000021982193  1.00       100.00    %
105        MPIBLOCKOPT     4     32         1          25         4          0          0.000114583969  0.000021982193  0.19       4.80      %
106        MPIBLOCKOPT     4     32         1          25         16         0          0.000193786621  0.000021982193  0.11       0.71      %
107        MPIBLOCKOPT     4     64         1          25         1          0          0.000049519539  0.000049519539  1.00       100.00    %
108        MPIBLOCKOPT     4     64         1          25         4          0          0.000225281715  0.000049519539  0.22       5.50      %
109        MPIBLOCKOPT     4     64         1          25         16         0          0.000366306305  0.000049519539  0.14       0.84      %
110        MPIBLOCKOPT     4     64         1          25         64         0          0.000473737717  0.000049519539  0.10       0.16      %
111        MPIBLOCKOPT     4     128        1          25         1          0          0.000173163414  0.000173163414  1.00       100.00    %
112        MPIBLOCKOPT     4     128        1          25         4          0          0.000462770462  0.000173163414  0.37       9.35      %
113        MPIBLOCKOPT     4     128        1          25         16         0          0.000728511810  0.000173163414  0.24       1.49      %
114        MPIBLOCKOPT     4     128        1          25         64         0          0.001106071472  0.000173163414  0.16       0.24      %
115        MPIBLOCKOPT     4     256        1          25         1          0          0.000695252419  0.000695252419  1.00       100.00    %
116        MPIBLOCKOPT     4     256        1          25         4          0          0.001158118248  0.000695252419  0.60       15.01     %
117        MPIBLOCKOPT     4     256        1          25         16         0          0.001659774780  0.000695252419  0.42       2.62      %
118        MPIBLOCKOPT     4     256        1          25         64         0          0.002337527275  0.000695252419  0.30       0.46      %
119        MPIBLOCKOPT     4     512        1          25         1          0          0.002976894379  0.002976894379  1.00       100.00    %
120        MPIBLOCKOPT     4     512        1          25         4          0          0.003024911880  0.002976894379  0.98       24.60     %
121        MPIBLOCKOPT     4     512        1          25         16         0          0.005194282532  0.002976894379  0.57       3.58      %
122        MPIBLOCKOPT     4     512        1          25         64         0          0.004836702347  0.002976894379  0.62       0.96      %
123        MPIBLOCKOPT     4     1024       1          25         1          0          0.012553596497  0.012553596497  1.00       100.00    %
124        MPIBLOCKOPT     4     1024       1          25         4          0          0.009202671051  0.012553596497  1.36       34.10     %
125        MPIBLOCKOPT     4     1024       1          25         16         0          0.015928673744  0.012553596497  0.79       4.93      %
126        MPIBLOCKOPT     4     1024       1          25         64         0          0.012939476967  0.012553596497  0.97       1.52      %
127        MPIBLOCKOPT     4     2048       1          25         1          0          0.058027601242  0.058027601242  1.00       100.00    %
128        MPIBLOCKOPT     4     2048       1          25         4          0          0.031590819359  0.058027601242  1.84       45.92     %
129        MPIBLOCKOPT     4     2048       1          25         16         0          0.046076536179  0.058027601242  1.26       7.87      %
130        MPIBLOCKOPT     4     2048       1          25         64         0          0.034733939171  0.058027601242  1.67       2.61      %
131        MPIBLOCKOPT     4     4096       1          25         1          0          0.268514680862  0.268514680862  1.00       100.00    %
132        MPIBLOCKOPT     4     4096       1          25         4          0          0.170911121368  0.268514680862  1.57       39.28     %
133        MPIBLOCKOPT     4     4096       1          25         16         0          0.186351752281  0.268514680862  1.44       9.01      %
134        MPIBLOCKOPT     4     4096       1          25         64         0          0.106311511993  0.268514680862  2.53       3.95      %
135        MPIBLOCKOPT     4     16         1          25         1          1          0.000013518333  0.000013518333  1.00       100.00    %
136        MPIBLOCKOPT     4     16         1          25         4          1          0.000215029716  0.000013518333  0.06       1.57      %
137        MPIBLOCKOPT     4     16         1          25         16         1          0.001573991776  0.000013518333  0.01       0.05      %
138        MPIBLOCKOPT     4     32         1          25         1          1          0.000021409988  0.000021409988  1.00       100.00    %
139        MPIBLOCKOPT     4     32         1          25         4          1          0.000470829010  0.000021409988  0.05       1.14      %
140        MPIBLOCKOPT     4     32         1          25         16         1          0.004862427711  0.000021409988  0.00       0.03      %
141        MPIBLOCKOPT     4     64         1          25         1          1          0.000050330162  0.000050330162  1.00       100.00    %
142        MPIBLOCKOPT     4     64         1          25         4          1          0.001176261902  0.000050330162  0.04       1.07      %
143        MPIBLOCKOPT     4     64         1          25         16         1          0.015743780136  0.000050330162  0.00       0.02      %
144        MPIBLOCKOPT     4     128        1          25         1          1          0.000175642967  0.000175642967  1.00       100.00    %
145        MPIBLOCKOPT     4     128        1          25         4          1          0.003156566620  0.000175642967  0.06       1.39      %
146        MPIBLOCKOPT     4     128        1          25         16         1          0.048576593399  0.000175642967  0.00       0.02      %
147        MPIBLOCKOPT     4     256        1          25         1          1          0.000692915916  0.000692915916  1.00       100.00    %
148        MPIBLOCKOPT     4     256        1          25         4          1          0.009796762466  0.000692915916  0.07       1.77      %
149        MPIBLOCKOPT     4     256        1          25         16         1          0.142359638214  0.000692915916  0.00       0.03      %
150        MPIBLOCKOPT     4     512        1          25         1          1          0.002708244324  0.002708244324  1.00       100.00    %
151        MPIBLOCKOPT     4     512        1          25         4          1          0.030617189407  0.002708244324  0.09       2.21      %
152        MPIBLOCKOPT     4     512        1          25         16         1          0.904054594040  0.002708244324  0.00       0.02      %
153        MPIBLOCKOPT     4     1024       1          25         1          1          0.012909317017  0.012909317017  1.00       100.00    %
154        MPIBLOCKOPT     4     1024       1          25         4          1          0.166741275787  0.012909317017  0.08       1.94      %
155        MPIBLOCKOPT     4     1024       1          25         16         1          2.617441654205  0.012909317017  0.00       0.03      %
