N°        Compile         Mode  Dimension  Test_Mode  Samples    N Procs    Scaling    Avg_Time(s)     Seq_time(s)     Speedup    Efficiency
42         MPISG           2     512        1          25         32         0          0.006441640854  0.002483010292  0.39       1.20      %
43         MPISG           2     512        1          25         64         0          0.012874865532  0.002483010292  0.19       0.30      %
45         MPISG           2     1024       1          25         2          0          0.007407736778  0.011057472229  1.49       74.63     %
46         MPISG           2     1024       1          25         4          0          0.006694459915  0.011057472229  1.65       41.29     %
47         MPISG           2     1024       1          25         8          0          0.011136293411  0.011057472229  0.99       12.41     %
48         MPISG           2     1024       1          25         16         0          0.038417911530  0.011057472229  0.29       1.80      %
49         MPISG           2     1024       1          25         32         0          0.014545822144  0.011057472229  0.76       2.38      %
50         MPISG           2     1024       1          25         64         0          0.027134966850  0.011057472229  0.41       0.64      %
52         MPISG           2     2048       1          25         2          0          0.031785368919  0.046973061562  1.48       73.89     %
53         MPISG           2     2048       1          25         4          0          0.026462864876  0.046973061562  1.78       44.38     %
54         MPISG           2     2048       1          25         8          0          0.035290598869  0.046973061562  1.33       16.64     %
55         MPISG           2     2048       1          25         16         0          0.089134597778  0.046973061562  0.53       3.29      %
56         MPISG           2     2048       1          25         32         0          0.038255286217  0.046973061562  1.23       3.84      %
57         MPISG           2     2048       1          25         64         0          0.066858410835  0.046973061562  0.70       1.10      %
59         MPISG           2     4096       1          25         2          0          0.153111052513  0.224737787247  1.47       73.39     %
60         MPISG           2     4096       1          25         4          0          0.147977185249  0.224737787247  1.52       37.97     %
61         MPISG           2     4096       1          25         8          0          0.141134858131  0.224737787247  1.59       19.90     %
62         MPISG           2     4096       1          25         16         0          0.242561078072  0.224737787247  0.93       5.79      %
63         MPISG           2     4096       1          25         32         0          0.140732645988  0.224737787247  1.60       4.99      %
64         MPISG           2     4096       1          25         64         0          0.172506213188  0.224737787247  1.30       2.04      %
66         MPISG           2     16         1          25         2          1          0.000024890900  0.000008034706  0.32       16.14     %
67         MPISG           2     16         1          25         4          1          0.000141310692  0.000008034706  0.06       1.42      %
68         MPISG           2     16         1          25         8          1          0.000755047798  0.000008034706  0.01       0.13      %
69         MPISG           2     16         1          25         16         1          0.006649351120  0.000008034706  0.00       0.01      %
71         MPISG           2     32         1          25         2          1          0.000048613548  0.000010180473  0.21       10.47     %
72         MPISG           2     32         1          25         4          1          0.000308299065  0.000010180473  0.03       0.83      %
73         MPISG           2     32         1          25         8          1          0.002203345299  0.000010180473  0.00       0.06      %
74         MPISG           2     32         1          25         16         1          0.018089294434  0.000010180473  0.00       0.00      %
76         MPISG           2     64         1          25         2          1          0.000118875504  0.000031685829  0.27       13.33     %
77         MPISG           2     64         1          25         4          1          0.000838708878  0.000031685829  0.04       0.94      %
78         MPISG           2     64         1          25         8          1          0.004915332794  0.000031685829  0.01       0.08      %
79         MPISG           2     64         1          25         16         1          0.038932514191  0.000031685829  0.00       0.01      %
81         MPISG           2     128        1          25         2          1          0.000451588631  0.000127696991  0.28       14.14     %
82         MPISG           2     128        1          25         4          1          0.002132987976  0.000127696991  0.06       1.50      %
83         MPISG           2     128        1          25         8          1          0.012102317810  0.000127696991  0.01       0.13      %
84         MPISG           2     128        1          25         16         1          0.089226651192  0.000127696991  0.00       0.01      %
86         MPISG           2     256        1          25         2          1          0.001627826691  0.000562238693  0.35       17.27     %
87         MPISG           2     256        1          25         4          1          0.007483720779  0.000562238693  0.08       1.88      %
88         MPISG           2     256        1          25         8          1          0.034775304794  0.000562238693  0.02       0.20      %
89         MPISG           2     256        1          25         16         1          0.252480506897  0.000562238693  0.00       0.01      %
91         MPISG           2     512        1          25         2          1          0.007283878326  0.002443456650  0.34       16.77     %
92         MPISG           2     512        1          25         4          1          0.025172114372  0.002443456650  0.10       2.43      %
93         MPISG           2     512        1          25         8          1          0.138865542412  0.002443456650  0.02       0.22      %
94         MPISG           2     512        1          25         16         1          0.777055478096  0.002443456650  0.00       0.02      %
96         MPISG           2     1024       1          25         2          1          0.031498217583  0.010660171509  0.34       16.92     %
97         MPISG           2     1024       1          25         4          1          0.133127450943  0.010660171509  0.08       2.00      %
98         MPISG           2     1024       1          25         8          1          0.565794539452  0.010660171509  0.02       0.24      %
99         MPISG           2     1024       1          25         16         1          2.606502842903  0.010660171509  0.00       0.03      %
